Rooms,Type,Price,Method,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,SellerG,Suburb,date_month,date_year,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_weekly_price_mean,airbnb_weekly_price_count,airbnb_monthly_price_mean,airbnb_monthly_price_count
4,h,1640000.0,S,2016-04-16,5.9,3032.0,3.0,2.0,562.0,204.0,1890.0,-37.782,144.903,Western Metropolitan,6567.0,Raine,Ascot Vale,4,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
6,h,1430000.0,S,2016-04-16,5.9,3032.0,2.0,1.0,461.0,286.0,1900.0,-37.78,144.9295,Western Metropolitan,6567.0,Nelson,Ascot Vale,4,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,610000.0,SP,2016-04-16,5.9,3032.0,1.0,1.0,301.0,104.0,1995.0,-37.7791,144.914,Western Metropolitan,6567.0,Brad,Ascot Vale,4,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,940000.0,S,2016-04-16,5.9,3032.0,3.0,1.0,491.0,127.0,1950.0,-37.7727,144.9136,Western Metropolitan,6567.0,Nelson,Ascot Vale,4,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,890000.0,SP,2016-07-16,5.9,3032.0,1.0,1.0,242.0,110.0,1920.0,-37.7765,144.9114,Western Metropolitan,6567.0,Brad,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1180000.0,SP,2016-09-17,5.9,3032.0,2.0,2.0,617.0,149.0,1930.0,-37.7742,144.906,Western Metropolitan,6567.0,Brad,Ascot Vale,9,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
4,h,1480000.0,S,2016-09-17,5.9,3032.0,2.0,2.0,597.0,180.0,1939.0,-37.7757,144.9088,Western Metropolitan,6567.0,Raine,Ascot Vale,9,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,h,1150000.0,S,2017-03-18,5.9,3032.0,1.0,1.0,387.0,,,-37.7734,144.9191,Western Metropolitan,6567.0,Brad,Ascot Vale,3,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1350000.0,S,2017-03-18,5.9,3032.0,1.0,3.0,575.0,,,-37.7828,144.9049,Western Metropolitan,6567.0,Brad,Ascot Vale,3,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
5,h,1905000.0,S,2017-03-18,5.9,3032.0,2.0,2.0,521.0,,,-37.7778,144.9261,Western Metropolitan,6567.0,Nelson,Ascot Vale,3,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,t,865000.0,SP,2017-03-18,5.9,3032.0,2.0,1.0,146.0,132.0,2015.0,-37.7713,144.9038,Western Metropolitan,6567.0,Nelson,Ascot Vale,3,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,t,705000.0,S,2016-06-18,5.9,3032.0,2.0,1.0,113.0,,1998.0,-37.7712,144.9088,Western Metropolitan,6567.0,Brad,Ascot Vale,6,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,442000.0,S,2016-06-18,5.9,3032.0,1.0,1.0,0.0,62.0,1975.0,-37.7733,144.9219,Western Metropolitan,6567.0,Alexkarbon,Ascot Vale,6,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,540000.0,S,2016-11-19,5.9,3032.0,2.0,1.0,0.0,,,-37.7786,144.9141,Western Metropolitan,6567.0,Jellis,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1037500.0,S,2016-11-19,5.9,3032.0,1.0,2.0,506.0,110.0,1920.0,-37.7779,144.9133,Western Metropolitan,6567.0,Alexkarbon,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,t,1050000.0,S,2016-11-19,5.9,3032.0,2.0,2.0,318.0,160.0,2013.0,-37.7744,144.9035,Western Metropolitan,6567.0,Jellis,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,440000.0,S,2016-11-19,5.9,3032.0,1.0,1.0,0.0,65.0,1970.0,-37.7749,144.9137,Western Metropolitan,6567.0,McDonald,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,h,1010000.0,S,2016-11-19,5.9,3032.0,1.0,1.0,325.0,,,-37.7722,144.9117,Western Metropolitan,6567.0,Brad,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
4,h,1430000.0,S,2016-05-22,5.9,3032.0,2.0,0.0,418.0,158.0,1900.0,-37.7766,144.9187,Western Metropolitan,6567.0,Nelson,Ascot Vale,5,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,570000.0,VB,2016-05-22,5.9,3032.0,1.0,1.0,0.0,,,-37.7779,144.9137,Western Metropolitan,6567.0,Nelson,Ascot Vale,5,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,690000.0,S,2016-05-22,5.9,3032.0,1.0,1.0,0.0,,,-37.7728,144.9169,Western Metropolitan,6567.0,Brad,Ascot Vale,5,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1291000.0,S,2016-04-23,5.9,3032.0,1.0,2.0,414.0,,,-37.7766,144.9185,Western Metropolitan,6567.0,Brad,Ascot Vale,4,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1130000.0,S,2016-04-23,5.9,3032.0,2.0,1.0,272.0,157.0,1900.0,-37.7774,144.928,Western Metropolitan,6567.0,Nelson,Ascot Vale,4,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1135000.0,S,2016-09-24,5.9,3032.0,1.0,1.0,296.0,104.0,1910.0,-37.777,144.9176,Western Metropolitan,6567.0,Brad,Ascot Vale,9,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
4,h,950000.0,PI,2016-09-24,5.9,3032.0,2.0,1.0,298.0,147.0,1920.0,-37.7778,144.9131,Western Metropolitan,6567.0,Nelson,Ascot Vale,9,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,u,790000.0,PI,2016-09-24,5.9,3032.0,2.0,1.0,0.0,148.0,,-37.7722,144.9163,Western Metropolitan,6567.0,Weda,Ascot Vale,9,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,390000.0,PI,2017-02-25,5.9,3032.0,1.0,1.0,1957.0,69.0,2012.0,-37.7731,144.9074,Western Metropolitan,6567.0,Jellis,Ascot Vale,2,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
4,h,1345000.0,S,2017-02-25,5.9,3032.0,1.0,1.0,552.0,155.0,1920.0,-37.7769,144.9138,Western Metropolitan,6567.0,Jellis,Ascot Vale,2,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1381500.0,S,2017-02-25,5.9,3032.0,2.0,2.0,416.0,168.0,1900.0,-37.7727,144.9055,Western Metropolitan,6567.0,Barry,Ascot Vale,2,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,940000.0,S,2016-07-26,5.9,3032.0,2.0,2.0,285.0,172.0,2011.0,-37.7778,144.9061,Western Metropolitan,6567.0,Jellis,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,995000.0,S,2016-07-26,5.9,3032.0,2.0,1.0,314.0,177.0,2010.0,-37.7778,144.9042,Western Metropolitan,6567.0,Nelson,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1050000.0,SP,2016-07-26,5.9,3032.0,1.0,3.0,536.0,,,-37.7728,144.9076,Western Metropolitan,6567.0,Frank,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,786000.0,S,2016-07-26,5.9,3032.0,2.0,1.0,576.0,120.0,1940.0,-37.7816,144.9217,Western Metropolitan,6567.0,Brad,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,h,705000.0,PI,2016-06-27,5.9,3032.0,1.0,3.0,252.0,108.0,1910.0,-37.7825,144.9206,Western Metropolitan,6567.0,Nelson,Ascot Vale,6,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,h,760000.0,PI,2016-06-27,5.9,3032.0,1.0,1.0,124.0,77.0,1900.0,-37.7807,144.9285,Western Metropolitan,6567.0,Nelson,Ascot Vale,6,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,u,487500.0,S,2016-06-27,5.9,3032.0,1.0,3.0,0.0,,1972.0,-37.7723,144.9094,Western Metropolitan,6567.0,Hodges,Ascot Vale,6,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,t,1000000.0,S,2016-11-27,5.9,3032.0,2.0,2.0,200.0,144.0,2003.0,-37.7766,144.9277,Western Metropolitan,6567.0,Nelson,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
4,h,1110000.0,PI,2016-11-27,5.9,3032.0,2.0,1.0,349.0,,1920.0,-37.7775,144.91299999999995,Western Metropolitan,6567.0,Nelson,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
4,h,1300000.0,PI,2016-11-27,5.9,3032.0,1.0,4.0,664.0,,,-37.7765,144.9132,Western Metropolitan,6567.0,Jellis,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1060000.0,PI,2016-11-27,5.9,3032.0,1.0,1.0,555.0,,,-37.7767,144.9125,Western Metropolitan,6567.0,Nelson,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1410000.0,PI,2016-11-27,5.9,3032.0,2.0,2.0,459.0,,,-37.7767,144.9124,Western Metropolitan,6567.0,Nelson,Ascot Vale,11,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1305000.0,S,2016-05-28,5.9,3032.0,1.0,1.0,278.0,166.0,1900.0,-37.7768,144.9223,Western Metropolitan,6567.0,Barry,Ascot Vale,5,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,932500.0,S,2016-05-28,5.9,3032.0,2.0,1.0,254.0,,,-37.7738,144.9215,Western Metropolitan,6567.0,Nelson,Ascot Vale,5,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,965000.0,S,2016-08-28,5.9,3032.0,1.0,0.0,216.0,,,-37.7792,144.9297,Western Metropolitan,6567.0,Alexkarbon,Ascot Vale,8,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1215000.0,S,2016-08-28,5.9,3032.0,1.0,1.0,452.0,175.0,1960.0,-37.7762,144.9174,Western Metropolitan,6567.0,Stockdale,Ascot Vale,8,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,545000.0,S,2016-08-28,5.9,3032.0,1.0,2.0,194.0,71.0,1900.0,-37.7772,144.9118,Western Metropolitan,6567.0,Nelson,Ascot Vale,8,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
4,h,1705000.0,S,2016-07-30,5.9,3032.0,2.0,4.0,598.0,273.0,2012.0,-37.7774,144.9104,Western Metropolitan,6567.0,Jellis,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,970000.0,S,2016-07-30,5.9,3032.0,1.0,1.0,194.0,,,-37.7756,144.921,Western Metropolitan,6567.0,Nelson,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,h,925000.0,S,2016-07-30,5.9,3032.0,1.0,1.0,407.0,,,-37.7756,144.9105,Western Metropolitan,6567.0,Barry,Ascot Vale,7,2016,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,1670000.0,S,2016-12-03,11.0,3147.0,2.0,2.0,599.0,220.0,1930.0,-37.8673,145.0688,Southern Metropolitan,3052.0,Jellis,Ashburton,12,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,t,955000.0,S,2016-12-03,11.0,3147.0,2.0,2.0,203.0,,,-37.8655,145.0807,Southern Metropolitan,3052.0,Buxton,Ashburton,12,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,t,2050000.0,S,2016-12-03,11.0,3147.0,3.0,4.0,310.0,315.0,2014.0,-37.874,145.0714,Southern Metropolitan,3052.0,Fletchers,Ashburton,12,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,u,500000.0,VB,2017-03-04,11.0,3147.0,1.0,1.0,710.0,,2010.0,-37.8636,145.0794,Southern Metropolitan,3052.0,Fletchers,Ashburton,3,2017,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,h,1575000.0,S,2017-03-04,11.0,3147.0,1.0,2.0,679.0,,,-37.869,145.0822,Southern Metropolitan,3052.0,Jellis,Ashburton,3,2017,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1555000.0,S,2016-06-04,11.0,3147.0,2.0,2.0,731.0,149.0,1935.0,-37.8666,145.0676,Southern Metropolitan,3052.0,Jellis,Ashburton,6,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1100000.0,PI,2016-10-08,11.0,3147.0,3.0,2.0,276.0,178.0,2004.0,-37.8699,145.0778,Southern Metropolitan,3052.0,Marshall,Ashburton,10,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1337000.0,S,2016-10-08,11.0,3147.0,1.0,2.0,583.0,112.0,1950.0,-37.8685,145.0786,Southern Metropolitan,3052.0,Buxton,Ashburton,10,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,2215000.0,SP,2016-09-10,11.0,3147.0,2.0,1.0,681.0,,1940.0,-37.8612,145.0858,Southern Metropolitan,3052.0,Marshall,Ashburton,9,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1518000.0,S,2016-09-10,11.0,3147.0,2.0,2.0,516.0,145.0,1920.0,-37.8675,145.0668,Southern Metropolitan,3052.0,Jellis,Ashburton,9,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1710000.0,S,2016-12-10,11.0,3147.0,1.0,2.0,806.0,101.0,1950.0,-37.8695,145.084,Southern Metropolitan,3052.0,hockingstuart,Ashburton,12,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1655000.0,S,2016-12-10,11.0,3147.0,1.0,3.0,780.0,152.0,1940.0,-37.8599,145.0815,Southern Metropolitan,3052.0,Jellis,Ashburton,12,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1550000.0,VB,2016-11-12,11.0,3147.0,2.0,2.0,780.0,180.0,1938.0,-37.86,145.0817,Southern Metropolitan,3052.0,Marshall,Ashburton,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1662000.0,S,2016-05-14,11.0,3147.0,2.0,2.0,351.0,228.0,2006.0,-37.8742,145.07,Southern Metropolitan,3052.0,Jellis,Ashburton,5,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1665000.0,S,2016-10-15,11.0,3147.0,2.0,3.0,702.0,145.0,1945.0,-37.8737,145.0695,Southern Metropolitan,3052.0,Jellis,Ashburton,10,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,h,1445000.0,S,2016-04-16,11.0,3147.0,1.0,2.0,704.0,,,-37.8745,145.0738,Southern Metropolitan,3052.0,Jellis,Ashburton,4,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,t,968000.0,S,2016-06-18,11.0,3147.0,1.0,1.0,227.0,,,-37.8709,145.0857,Southern Metropolitan,3052.0,Jellis,Ashburton,6,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,t,900000.0,S,2016-11-19,11.0,3147.0,2.0,2.0,153.0,110.0,1990.0,-37.8655,145.0808,Southern Metropolitan,3052.0,Jellis,Ashburton,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1500000.0,S,2016-05-22,11.0,3147.0,1.0,2.0,545.0,,,-37.8605,145.0833,Southern Metropolitan,3052.0,hockingstuart,Ashburton,5,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1500000.0,VB,2016-08-22,11.0,3147.0,2.0,2.0,710.0,139.0,1945.0,-37.8653,145.0897,Southern Metropolitan,3052.0,Jellis,Ashburton,8,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1800000.0,S,2017-02-25,11.0,3147.0,2.0,4.0,749.0,206.0,1950.0,-37.8669,145.077,Southern Metropolitan,3052.0,Jellis,Ashburton,2,2017,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1830000.0,S,2017-02-25,11.0,3147.0,2.0,3.0,724.0,168.0,1940.0,-37.8619,145.0879,Southern Metropolitan,3052.0,Jellis,Ashburton,2,2017,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1415000.0,S,2016-06-27,11.0,3147.0,1.0,1.0,605.0,111.0,1950.0,-37.8703,145.0774,Southern Metropolitan,3052.0,Buxton,Ashburton,6,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,h,1440000.0,PI,2016-06-27,11.0,3147.0,1.0,1.0,687.0,104.0,1940.0,-37.872,145.0692,Southern Metropolitan,3052.0,Jellis,Ashburton,6,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,t,1250000.0,VB,2016-11-27,11.0,3147.0,2.0,2.0,321.0,199.0,2007.0,-37.8693,145.08,Southern Metropolitan,3052.0,Noel,Ashburton,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1422000.0,S,2016-11-27,11.0,3147.0,1.0,2.0,583.0,,,-37.8679,145.0781,Southern Metropolitan,3052.0,Buxton,Ashburton,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
5,h,1600000.0,S,2016-11-27,11.0,3147.0,3.0,4.0,700.0,266.0,1950.0,-37.8724,145.0758,Southern Metropolitan,3052.0,Marshall,Ashburton,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1860000.0,S,2016-11-27,11.0,3147.0,2.0,3.0,696.0,274.0,2000.0,-37.8711,145.0746,Southern Metropolitan,3052.0,Jellis,Ashburton,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,t,1710000.0,S,2016-11-27,11.0,3147.0,2.0,2.0,295.0,,1990.0,-37.8624,145.0798,Southern Metropolitan,3052.0,Marshall,Ashburton,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1790000.0,PI,2016-05-28,11.0,3147.0,2.0,2.0,514.0,240.0,1935.0,-37.8664,145.0772,Southern Metropolitan,3052.0,hockingstuart,Ashburton,5,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1950000.0,S,2016-05-28,11.0,3147.0,2.0,2.0,844.0,278.0,1940.0,-37.8715,145.0688,Southern Metropolitan,3052.0,Tim,Ashburton,5,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1600000.0,S,2016-05-28,11.0,3147.0,1.0,2.0,637.0,,,-37.8645,145.0797,Southern Metropolitan,3052.0,Fletchers,Ashburton,5,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1320000.0,PI,2016-08-28,11.0,3147.0,1.0,2.0,1063.0,,,-37.8752,145.0754,Southern Metropolitan,3052.0,Marshall,Ashburton,8,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1650000.0,S,2016-08-28,11.0,3147.0,1.0,1.0,697.0,164.0,1947.0,-37.8636,145.0903,Southern Metropolitan,3052.0,Marshall,Ashburton,8,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,h,995000.0,S,2016-09-03,12.2,3147.0,1.0,1.0,583.0,,1950.0,-37.8693,145.1082,Southern Metropolitan,2894.0,Tim,Ashwood,9,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1250000.0,S,2016-12-03,12.2,3147.0,1.0,1.0,842.0,,,-37.867,145.1092,Southern Metropolitan,2894.0,Woodards,Ashwood,12,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,u,1045000.0,S,2017-03-04,12.2,3147.0,2.0,2.0,467.0,,,-37.8639,145.0968,Southern Metropolitan,2894.0,Tim,Ashwood,3,2017,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1200000.0,SP,2017-03-04,12.2,3147.0,3.0,2.0,372.0,201.0,2016.0,-37.8716,145.0999,Southern Metropolitan,2894.0,Purplebricks,Ashwood,3,2017,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,h,1075000.0,VB,2016-06-04,12.2,3147.0,1.0,2.0,695.0,114.0,1950.0,-37.8694,145.0944,Southern Metropolitan,2894.0,Jellis,Ashwood,6,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1500000.0,S,2016-08-06,12.2,3147.0,2.0,2.0,621.0,203.0,2000.0,-37.8647,145.1023,Southern Metropolitan,2894.0,Fletchers,Ashwood,8,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1120000.0,S,2016-05-07,12.2,3147.0,1.0,2.0,723.0,,,-37.8642,145.1109,Southern Metropolitan,2894.0,Tim,Ashwood,5,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,t,700000.0,S,2016-11-07,12.2,3147.0,1.0,2.0,367.0,110.0,1970.0,-37.8662,145.109,Southern Metropolitan,2894.0,hockingstuart,Ashwood,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,761000.0,PI,2016-11-07,12.2,3147.0,2.0,4.0,400.0,94.0,1950.0,-37.8675,145.106,Southern Metropolitan,2894.0,Fletchers,Ashwood,11,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1270000.0,SP,2016-10-08,12.2,3147.0,2.0,1.0,724.0,,,-37.8651,145.1109,Southern Metropolitan,2894.0,Buxton,Ashwood,10,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1510000.0,S,2016-10-08,12.2,3147.0,2.0,2.0,526.0,,,-37.8661,145.1013,Southern Metropolitan,2894.0,Buxton,Ashwood,10,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1365000.0,S,2016-09-10,12.2,3147.0,1.0,1.0,792.0,792.0,1950.0,-37.864000000000004,145.0972,Southern Metropolitan,2894.0,Fletchers,Ashwood,9,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1100000.0,VB,2016-12-10,12.2,3147.0,2.0,2.0,803.0,152.0,1970.0,-37.8621,145.1126,Southern Metropolitan,2894.0,Tim,Ashwood,12,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1415000.0,S,2016-08-13,12.2,3147.0,3.0,2.0,724.0,,,-37.8651,145.1107,Southern Metropolitan,2894.0,Buxton,Ashwood,8,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,u,690000.0,S,2016-05-14,12.2,3147.0,1.0,1.0,216.0,90.0,2003.0,-37.8711,145.1017,Southern Metropolitan,2894.0,Ray,Ashwood,5,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1631000.0,S,2016-10-15,12.2,3147.0,2.0,3.0,782.0,215.0,1950.0,-37.8621,145.1021,Southern Metropolitan,2894.0,Jellis,Ashwood,10,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
4,h,1500000.0,S,2016-10-15,12.2,3147.0,2.0,1.0,593.0,255.0,1930.0,-37.8655,145.096,Southern Metropolitan,2894.0,Buxton,Ashwood,10,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
3,h,1060000.0,S,2016-07-16,12.2,3147.0,1.0,2.0,772.0,,,-37.8707,145.1036,Southern Metropolitan,2894.0,Harcourts,Ashwood,7,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
5,h,1529500.0,S,2016-09-17,12.2,3147.0,3.0,2.0,585.0,317.0,2000.0,-37.8637,145.1024,Southern Metropolitan,2894.0,Buxton,Ashwood,9,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,u,600000.0,S,2017-03-18,12.2,3147.0,1.0,1.0,153.0,80.0,1970.0,-37.8696,145.0962,Southern Metropolitan,2894.0,Noel,Ashwood,3,2017,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
2,u,535000.0,S,2016-06-18,12.2,3147.0,1.0,1.0,72.0,,,-37.8702,145.1042,Southern Metropolitan,2894.0,Woodards,Ashwood,6,2016,3147.0,82.75862068965517,29.0,0.19732785200411102,5.0,0.14014255723448923,0.0
